Date,Temperature
1975-01-01,11.662276020592046
1975-01-02,9.929423212713903
1975-01-03,12.459262286534614
1975-01-04,15.257113837247275
1975-01-05,10.157187863204458
1975-01-06,10.328606103626806
1975-01-07,15.939718895515702
1975-01-08,13.675091908591373
1975-01-09,10.134665048837954
1975-01-10,13.34061157257267
1975-01-11,10.492014019995057
1975-01-12,10.653855737975421
1975-01-13,12.945101944739758
1975-01-14,6.646886926086109
1975-01-15,7.378779453622771
1975-01-16,11.03271898761814
1975-01-17,9.846330967802817
1975-01-18,13.991954244348713
1975-01-19,10.48862439036001
1975-01-20,9.138317891935259
1975-01-21,17.933707528528377
1975-01-22,13.019916527447126
1975-01-23,14.059218676499844
1975-01-24,9.74063533341936
1975-01-25,12.538787852547621
1975-01-26,14.66052369463391
1975-01-27,11.029312685137198
1975-01-28,15.762596764065524
1975-01-29,12.985422331401471
1975-01-30,14.06267425221994
1975-01-31,13.281589601832854
1975-02-01,20.790990627182314
1975-02-02,15.339560041169193
1975-02-03,12.351220344808496
1975-02-04,18.13465229922074
1975-02-05,12.145471784624942
1975-02-06,16.5738576546219
1975-02-07,10.205758329511935
1975-02-08,12.23590933771338
1975-02-09,16.944906716509145
1975-02-10,18.701695350336045
1975-02-11,17.13045102599269
1975-02-12,16.397491341164734
1975-02-13,15.967216585468803
1975-02-14,12.55901729941419
1975-02-15,14.95703359763362
1975-02-16,15.854524070079762
1975-02-17,20.5255369082966
1975-02-18,18.500575745670936
1975-02-19,12.293937618697425
1975-02-20,18.666400177023764
1975-02-21,16.647711669458808
1975-02-22,15.878690566649897
1975-02-23,19.848639748269367
1975-02-24,21.208389157561463
1975-02-25,21.00860589037274
1975-02-26,15.794053693990165
1975-02-27,17.47854692879114
1975-02-28,19.491961209485968
1975-03-01,21.514274964125107
1975-03-02,17.237040833760098
1975-03-03,18.201940121450978
1975-03-04,15.521670177415551
1975-03-05,15.331193592353472
1975-03-06,21.433886163705026
1975-03-07,23.13885821373883
1975-03-08,18.925249517112334
1975-03-09,22.22031157084242
1975-03-10,20.360324910934867
1975-03-11,17.40301302441388
1975-03-12,20.482747395944198
1975-03-13,24.070073573669333
1975-03-14,19.40308704562168
1975-03-15,24.256279233361074
1975-03-16,11.752062526453775
1975-03-17,22.123106889674222
1975-03-18,19.961780423229584
1975-03-19,18.843982500326607
1975-03-20,20.053765744663078
1975-03-21,13.850357958913415
1975-03-22,19.185722504008385
1975-03-23,20.944832138475103
1975-03-24,24.333007085098075
1975-03-25,18.367411439358378
1975-03-26,17.516698260259954
1975-03-27,18.45391883071818
1975-03-28,22.719456084187776
1975-03-29,20.970607540534697
1975-03-30,18.40321950109572
1975-03-31,21.537487319138975
1975-04-01,20.291140045406024
1975-04-02,22.90510155814605
1975-04-03,17.88930352524152
1975-04-04,19.00581071605703
1975-04-05,18.80284714925745
1975-04-06,15.576044173145345
1975-04-07,20.839413942200704
1975-04-08,20.71573430921381
1975-04-09,19.926481009861927
1975-04-10,19.183014502197963
1975-04-11,15.61336927348706
1975-04-12,18.567329551503747
1975-04-13,18.76799336687459
1975-04-14,17.353273698658825
1975-04-15,19.23732483129259
1975-04-16,20.89153040068426
1975-04-17,25.29326318927308
1975-04-18,20.11091160836848
1975-04-19,20.30946113847275
1975-04-20,19.260278052823217
1975-04-21,13.671297788007083
1975-04-22,19.289271836606662
1975-04-23,19.48792994020287
1975-04-24,26.63263355938679
1975-04-25,18.59875336625057
1975-04-26,20.010688327942997
1975-04-27,18.929422714131114
1975-04-28,15.45235879449049
1975-04-29,22.309041669839992
1975-04-30,21.05592113779568
1975-05-01,21.09015902822236
1975-05-02,15.903258916114899
1975-05-03,22.75160463030657
1975-05-04,14.246937385153789
1975-05-05,20.11982607558718
1975-05-06,24.834908864669032
1975-05-07,15.193771539067097
1975-05-08,16.36590627440113
1975-05-09,18.260782733089084
1975-05-10,16.34607158843855
1975-05-11,13.09685012047201
1975-05-12,17.844575052323513
1975-05-13,14.33975713414177
1975-05-14,18.832997400391505
1975-05-15,14.537302838163471
1975-05-16,21.82657235181224
1975-05-17,14.706076224063068
1975-05-18,15.966627720252747
1975-05-19,19.248285746879173
1975-05-20,12.988045692833474
1975-05-21,17.23394337590324
1975-05-22,20.34197539521292
1975-05-23,11.465178442274661
1975-05-24,16.706747575230192
1975-05-25,16.7958890149945
1975-05-26,18.22332113825666
1975-05-27,12.026870546409002
1975-05-28,11.63452278484894
1975-05-29,17.018229082257204
1975-05-30,16.198254501318893
1975-05-31,15.912102461196158
1975-06-01,16.051762762948684
1975-06-02,12.822652906351433
1975-06-03,15.408356168221651
1975-06-04,15.438284354980631
1975-06-05,12.262133589425847
1975-06-06,19.84732693312981
1975-06-07,15.51505835089158
1975-06-08,10.361992274956727
1975-06-09,15.746740477941138
1975-06-10,10.693092296615713
1975-06-11,15.817376937934693
1975-06-12,16.769871559267518
1975-06-13,10.669023454303135
1975-06-14,15.857256580467869
1975-06-15,14.040649532801657
1975-06-16,15.102835407263544
1975-06-17,18.160600752771202
1975-06-18,11.566892354297512
1975-06-19,9.874000661325493
1975-06-20,9.298185609059194
1975-06-21,9.350235002359309
1975-06-22,11.39676500114286
1975-06-23,12.481447893648678
1975-06-24,12.117554172515865
1975-06-25,13.59813981832502
1975-06-26,10.984373173805716
1975-06-27,15.13446702380658
1975-06-28,9.808162273944061
1975-06-29,18.590729829814162
1975-06-30,12.13518644556635
1975-07-01,7.51459729963804
1975-07-02,6.701252536929779
1975-07-03,11.189232843458226
1975-07-04,8.899389313977144
1975-07-05,11.539868708618348
